"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"med_income",0.755289140834799,0.635373644010876,0.89783655907075,"GEE","Census",1000074
"percent_poverty",1.05900225138824,1.01759999466703,1.10208900778574,"GEE","Census",1000074
"med_age",0.991979779129323,0.988976300249651,0.994992379446362,"GEE","Census",1000074
"prop_white",0.970397118795276,0.961302691159534,0.979577584486235,"GEE","Census",1000074
"prop_belowCollege",1.03253430351807,1.01480046819369,1.05057804105986,"GEE","Census",1000074
"log10_popdense",0.977761566725948,0.931294408202524,1.02654721530174,"GEE","Census",1000074
"face_mask",0.811648919498781,0.784986837657887,0.839216579081858,"GEE","Intervention",1000074
"suspend_medical",1.06408888705215,1.02769351594396,1.1017731862479,"GEE","Intervention",1000074
"ban_nursing_home_visit",0.717302791138889,0.672290930451144,0.765328328660282,"GEE","Intervention",1000074
"earliest_date_school_closed",0.707828125923166,0.646078242976387,0.775479845196107,"GEE","Intervention",1000074
"daycare_close",0.731044647939995,0.663542217741878,0.805414128886079,"GEE","Intervention",1000074
"lv3_stay_home",0.833265629694191,0.808138870267098,0.859173633610982,"GEE","Intervention",1000074
"lifestyle_close",0.828838900594615,0.79880991522357,0.859996740208989,"GEE","Intervention",1000074
"log10_popsize",1.30767923801547,1.24115014855051,1.37777447114982,"OLS","Census",1000074
"med_income",0.838193587699895,0.70624143308826,0.994799310186352,"OLS","Census",1000074
"percent_poverty",1.04795007549935,1.00845268151164,1.0889944375902,"OLS","Census",1000074
"med_age",0.9930224231259,0.990212276728331,0.99584054450314,"OLS","Census",1000074
"prop_white",0.978708462472407,0.968979901479712,0.988534698245398,"OLS","Census",1000074
"prop_belowCollege",1.02826477794432,1.01076156653318,1.04607108992819,"OLS","Census",1000074
"log10_popdense",0.983528992776018,0.936617985860255,1.0327895622702,"OLS","Census",1000074
"face_mask",0.89843135201126,0.869979839707065,0.927813332488911,"OLS","Intervention",1000074
"suspend_medical",1.02389722010702,0.99037617706155,1.0585528424698,"OLS","Intervention",1000074
"ban_nursing_home_visit",0.841434333260046,0.792938343149896,0.892896330849947,"OLS","Intervention",1000074
"earliest_date_school_closed",0.917121917584894,0.852973423607274,0.986094746255374,"OLS","Intervention",1000074
"daycare_close",0.807836765514423,0.743395943989277,0.877863600135836,"OLS","Intervention",1000074
"lv3_stay_home",0.878215090012177,0.852207963824321,0.90501588469559,"OLS","Intervention",1000074
"lifestyle_close",0.850507071446472,0.821752250745338,0.880268083141065,"OLS","Intervention",1000074
"log10_popsize",1.42406433105992,1.34994598160491,1.50225212462663,"GEE","Census",1000075
"med_income",0.797809525505916,0.675182366903044,0.942708326207482,"GEE","Census",1000075
"percent_poverty",1.03956032872996,0.999717444743656,1.08099111679124,"GEE","Census",1000075
"med_age",0.990986910433671,0.988036786403739,0.99394584307469,"GEE","Census",1000075
"prop_white",0.963016944315421,0.95397549711907,0.972144083196362,"GEE","Census",1000075
"prop_belowCollege",1.03961985067854,1.02185408899915,1.05769448452613,"GEE","Census",1000075
"log10_popdense",0.962252338467347,0.916534400112389,1.0102507475686,"GEE","Census",1000075
"face_mask",0.795136956405553,0.768363207085835,0.822843641667577,"GEE","Intervention",1000075
"suspend_medical",1.05964771742637,1.02279077717124,1.09783282183325,"GEE","Intervention",1000075
"ban_nursing_home_visit",0.729352955648907,0.685308530220742,0.776228093560211,"GEE","Intervention",1000075
"earliest_date_school_closed",0.708539045403088,0.647392093162517,0.775461399919652,"GEE","Intervention",1000075
"daycare_close",0.675956043345029,0.615245929648077,0.742656798714663,"GEE","Intervention",1000075
"lv3_stay_home",0.807119369695565,0.782934309825553,0.832051512831153,"GEE","Intervention",1000075
"lifestyle_close",0.83498519289731,0.805133724267884,0.865943446837641,"GEE","Intervention",1000075
"log10_popsize",1.3492066857963,1.28027821717286,1.42184617107458,"OLS","Census",1000075
"med_income",0.877666427970245,0.739151775655794,1.04213827816705,"OLS","Census",1000075
"percent_poverty",1.03360788247088,0.994534978758379,1.07421586723847,"OLS","Census",1000075
"med_age",0.992318758024569,0.989502378900569,0.995143153290359,"OLS","Census",1000075
"prop_white",0.972256628151259,0.962585457387761,0.982024965917665,"OLS","Census",1000075
"prop_belowCollege",1.03266666484691,1.01505542604714,1.05058345911104,"OLS","Census",1000075
"log10_popdense",0.965817937837288,0.919654760598013,1.01429833130175,"OLS","Census",1000075
"face_mask",0.88275265126792,0.854767953420649,0.911653554864914,"OLS","Intervention",1000075
"suspend_medical",1.00944642562534,0.97639477898572,1.04361689363629,"OLS","Intervention",1000075
"ban_nursing_home_visit",0.868501869450123,0.818104337388046,0.922004031474263,"OLS","Intervention",1000075
"earliest_date_school_closed",0.849023649694222,0.789225168291205,0.913352977960433,"OLS","Intervention",1000075
"daycare_close",0.772439856125637,0.71021641719458,0.840114811325073,"OLS","Intervention",1000075
"lv3_stay_home",0.861932746725574,0.836340992685107,0.8883075998615,"OLS","Intervention",1000075
"lifestyle_close",0.848980341194818,0.820266005051589,0.878699855042681,"OLS","Intervention",1000075
"log10_popsize",1.42790815219797,1.35392615064648,1.50593272028896,"GEE","Census",1000076
"med_income",0.756453543536139,0.639733697199967,0.894469004888947,"GEE","Census",1000076
"percent_poverty",1.05122806442262,1.01093063665554,1.0931318167245,"GEE","Census",1000076
"med_age",0.991165944354161,0.988227117465986,0.994113510836024,"GEE","Census",1000076
"prop_white",0.964796938091563,0.955769001712357,0.973910149924483,"GEE","Census",1000076
"prop_belowCollege",1.03936713265925,1.02156931807447,1.05747502136076,"GEE","Census",1000076
"log10_popdense",0.977903987352362,0.932588528661264,1.02542137190173,"GEE","Census",1000076
"face_mask",0.75407953436221,0.728891381879817,0.780138108750046,"GEE","Intervention",1000076
"suspend_medical",1.06385564703883,1.02735291841668,1.10165534885586,"GEE","Intervention",1000076
"ban_nursing_home_visit",0.686715186519131,0.64384979521685,0.732434413894899,"GEE","Intervention",1000076
"earliest_date_school_closed",0.875126484464427,0.79987704230466,0.957455112856418,"GEE","Intervention",1000076
"daycare_close",0.647535488302425,0.588922086409562,0.711982481702103,"GEE","Intervention",1000076
"lv3_stay_home",0.804102111177509,0.780037434759219,0.828909198953653,"GEE","Intervention",1000076
"lifestyle_close",0.870918603814767,0.839529927629168,0.903480852210551,"GEE","Intervention",1000076
"log10_popsize",1.33306242401659,1.2654771770393,1.4042571913328,"OLS","Census",1000076
"med_income",0.853506931473493,0.719636403233294,1.01228075567091,"OLS","Census",1000076
"percent_poverty",1.04259083327158,1.00353379734004,1.08316794960281,"OLS","Census",1000076
"med_age",0.992736870178781,0.989941877327667,0.995539754387172,"OLS","Census",1000076
"prop_white",0.975651773932751,0.96601817400305,0.985381444775093,"OLS","Census",1000076
"prop_belowCollege",1.03374107460085,1.01626243678983,1.05152032647441,"OLS","Census",1000076
"log10_popdense",0.988577616817157,0.94161835811711,1.03787877121056,"OLS","Census",1000076
"face_mask",0.843365285359861,0.816833879021135,0.870758452627448,"OLS","Intervention",1000076
"suspend_medical",1.01069937317564,0.977863163966019,1.04463820765533,"OLS","Intervention",1000076
"ban_nursing_home_visit",0.824959708072051,0.777538175157743,0.875273448540652,"OLS","Intervention",1000076
"earliest_date_school_closed",1.10118853845272,1.02462640593579,1.18347154650202,"OLS","Intervention",1000076
"daycare_close",0.707943822513202,0.651642752455345,0.769109230396832,"OLS","Intervention",1000076
"lv3_stay_home",0.850331569612408,0.825331604328942,0.876088804169092,"OLS","Intervention",1000076
"lifestyle_close",0.882222466242529,0.852602667302606,0.912871270278128,"OLS","Intervention",1000076
"log10_popsize",1.39270255952459,1.32204313975898,1.4671385229229,"GEE","Census",1000077
"med_income",0.761210436967574,0.646445027976788,0.896350508196917,"GEE","Census",1000077
"percent_poverty",1.04719909184272,1.00811613078498,1.08779723334287,"GEE","Census",1000077
"med_age",0.991919588313996,0.989009808565752,0.994837928966398,"GEE","Census",1000077
"prop_white",0.962965466079727,0.954241471292389,0.971769218546164,"GEE","Census",1000077
"prop_belowCollege",1.04138090222301,1.02402714723955,1.05902874395293,"GEE","Census",1000077
"log10_popdense",0.988784599160599,0.944366481242524,1.03529191575162,"GEE","Census",1000077
"face_mask",0.809298113793289,0.783344358281527,0.836111768809073,"GEE","Intervention",1000077
"suspend_medical",0.997933180888111,0.96482031143708,1.03218249213072,"GEE","Intervention",1000077
"ban_nursing_home_visit",0.724923082351179,0.682278334987065,0.770233273397867,"GEE","Intervention",1000077
"earliest_date_school_closed",0.747181282606451,0.684196496809933,0.81596423203042,"GEE","Intervention",1000077
"daycare_close",0.660765416371779,0.602663666533267,0.724468654273635,"GEE","Intervention",1000077
"lv3_stay_home",0.832369870673957,0.80837106992103,0.857081144273833,"GEE","Intervention",1000077
"lifestyle_close",0.881301669781334,0.850381371445041,0.913346245860895,"GEE","Intervention",1000077
"log10_popsize",1.31267432634776,1.24787265879227,1.38084112582468,"OLS","Census",1000077
"med_income",0.836404011321958,0.708328185054973,0.98763777146771,"OLS","Census",1000077
"percent_poverty",1.03724661983997,0.999254215387644,1.07668352437429,"OLS","Census",1000077
"med_age",0.993382593630037,0.990649405584727,0.996123322503463,"OLS","Census",1000077
"prop_white",0.972306974880341,0.962928966776847,0.981776315822522,"OLS","Census",1000077
"prop_belowCollege",1.03485746944881,1.01778646834552,1.05221479689632,"OLS","Census",1000077
"log10_popdense",0.997772777384144,0.951649224360276,1.04613179920165,"OLS","Census",1000077
"face_mask",0.884183060950877,0.857124004892431,0.912096360398372,"OLS","Intervention",1000077
"suspend_medical",0.967207728010993,0.936596705815355,0.998819217829507,"OLS","Intervention",1000077
"ban_nursing_home_visit",0.850420651337069,0.802901904658334,0.900751735703405,"OLS","Intervention",1000077
"earliest_date_school_closed",0.937330845203133,0.873774508880075,1.00551012239452,"OLS","Intervention",1000077
"daycare_close",0.715068446237979,0.659415623820367,0.775418210206812,"OLS","Intervention",1000077
"lv3_stay_home",0.872335738038711,0.847311601251378,0.898098926930402,"OLS","Intervention",1000077
"lifestyle_close",0.896097115781997,0.866720777699451,0.926469125436453,"OLS","Intervention",1000077
"log10_popsize",1.40229135176142,1.32862723753313,1.48003968282025,"GEE","Census",1000078
"med_income",0.694508633007084,0.587012968398458,0.821689242466548,"GEE","Census",1000078
"percent_poverty",1.03783357364622,0.997544560904314,1.07974978642643,"GEE","Census",1000078
"med_age",0.991913713539469,0.988895440417232,0.994941198932557,"GEE","Census",1000078
"prop_white",0.962882155979407,0.953687692341485,0.97216526306137,"GEE","Census",1000078
"prop_belowCollege",1.02780339577537,1.00990938975534,1.04601445543872,"GEE","Census",1000078
"log10_popdense",0.989449744703621,0.94281446940575,1.03839178233139,"GEE","Census",1000078
"face_mask",0.789182409872416,0.762785542197404,0.816492764477246,"GEE","Intervention",1000078
"suspend_medical",1.02645286913416,0.990748453465565,1.06344399415242,"GEE","Intervention",1000078
"ban_nursing_home_visit",0.697822373244594,0.654543456152811,0.743962925644209,"GEE","Intervention",1000078
"earliest_date_school_closed",0.720888385355217,0.657328648683367,0.790593967235375,"GEE","Intervention",1000078
"daycare_close",0.609529834709571,0.552889003124759,0.671973248339762,"GEE","Intervention",1000078
"lv3_stay_home",0.845739808864505,0.819854876673722,0.872441995100588,"GEE","Intervention",1000078
"lifestyle_close",0.814878141754242,0.785290011744573,0.845581092307119,"GEE","Intervention",1000078
"log10_popsize",1.32169757562573,1.25415774523813,1.39287461090728,"OLS","Census",1000078
"med_income",0.781740282604536,0.658141660254092,0.928550654597193,"OLS","Census",1000078
"percent_poverty",1.02982771057222,0.990774852665163,1.07041989470118,"OLS","Census",1000078
"med_age",0.993643352350116,0.99082172464048,0.996473015393187,"OLS","Census",1000078
"prop_white",0.972960942881412,0.963246196490133,0.982773666609938,"OLS","Census",1000078
"prop_belowCollege",1.02382605471022,1.00635598232524,1.04159940290862,"OLS","Census",1000078
"log10_popdense",0.991060713561722,0.94360382455948,1.04090436304029,"OLS","Census",1000078
"face_mask",0.88904482308562,0.860729388844785,0.918291750809352,"OLS","Intervention",1000078
"suspend_medical",0.975984858682877,0.943858922839795,1.00920425852658,"OLS","Intervention",1000078
"ban_nursing_home_visit",0.865877419811856,0.81439657770212,0.920612545125735,"OLS","Intervention",1000078
"earliest_date_school_closed",0.880483845722626,0.817254028184359,0.94860566707861,"OLS","Intervention",1000078
"daycare_close",0.691946185233134,0.634568772116152,0.754511637347084,"OLS","Intervention",1000078
"lv3_stay_home",0.911203827201367,0.883976843107814,0.939269417722916,"OLS","Intervention",1000078
"lifestyle_close",0.827689772011163,0.799598036845951,0.856768435042914,"OLS","Intervention",1000078
"log10_popsize",1.41837529847599,1.34511544409065,1.49562514962193,"GEE","Census",1000079
"med_income",0.693902587348335,0.586947764541931,0.820346936842821,"GEE","Census",1000079
"percent_poverty",1.03505392998687,0.995676461138066,1.07598871701429,"GEE","Census",1000079
"med_age",0.991650731990359,0.988682270686025,0.99462810592798,"GEE","Census",1000079
"prop_white",0.96454451746637,0.955536014128784,0.973637950237472,"GEE","Census",1000079
"prop_belowCollege",1.02728011078965,1.00980424291718,1.0450584194174,"GEE","Census",1000079
"log10_popdense",0.966222154021693,0.921044956694096,1.01361529004321,"GEE","Census",1000079
"face_mask",0.816011463342196,0.789148521294598,0.843788831047297,"GEE","Intervention",1000079
"suspend_medical",1.00477716909828,0.970130140853039,1.04066157418161,"GEE","Intervention",1000079
"ban_nursing_home_visit",0.738727762936921,0.69237601388487,0.788182572460593,"GEE","Intervention",1000079
"earliest_date_school_closed",0.745214639143181,0.680941829237396,0.815554037876108,"GEE","Intervention",1000079
"daycare_close",0.63633705480774,0.575220964847603,0.70394660846318,"GEE","Intervention",1000079
"lv3_stay_home",0.847873052520991,0.822576060551536,0.873948012429694,"GEE","Intervention",1000079
"lifestyle_close",0.844571706576577,0.81413046816139,0.876151176555979,"GEE","Intervention",1000079
"log10_popsize",1.33115916369037,1.26369112191357,1.40222930140838,"OLS","Census",1000079
"med_income",0.771749885400225,0.650732778991334,0.915272604737177,"OLS","Census",1000079
"percent_poverty",1.02512330469613,0.986706321865616,1.0650360360965,"OLS","Census",1000079
"med_age",0.992889859960175,0.990094506266842,0.9956931058317,"OLS","Census",1000079
"prop_white",0.973260219478061,0.963634321355188,0.982982272244473,"OLS","Census",1000079
"prop_belowCollege",1.02477394375831,1.00740531848921,1.0424420206366,"OLS","Census",1000079
"log10_popdense",0.975011205043424,0.92875563013072,1.02357048411801,"OLS","Census",1000079
"face_mask",0.900039049115169,0.871620683401895,0.929383968689763,"OLS","Intervention",1000079
"suspend_medical",0.970711580258031,0.939049813202569,1.00344088119613,"OLS","Intervention",1000079
"ban_nursing_home_visit",0.873512855381091,0.822303017909777,0.927911842590058,"OLS","Intervention",1000079
"earliest_date_school_closed",0.886390230492515,0.824728700238465,0.952661936568229,"OLS","Intervention",1000079
"daycare_close",0.727393336953569,0.667155676298912,0.793069871757173,"OLS","Intervention",1000079
"lv3_stay_home",0.902282085498964,0.875513195894432,0.929869436154706,"OLS","Intervention",1000079
"lifestyle_close",0.860847887778562,0.831772729718511,0.8909393869448,"OLS","Intervention",1000079
"log10_popsize",1.51949688194148,1.44196922397087,1.60119282426274,"GEE","Census",1000080
"med_income",0.741080031399983,0.628460983500924,0.873880204750995,"GEE","Census",1000080
"percent_poverty",1.03838967488421,1.00015893828168,1.07808176844234,"GEE","Census",1000080
"med_age",0.989731700271868,0.986830736081814,0.992641192361311,"GEE","Census",1000080
"prop_white",0.95989784110341,0.951326892763465,0.968546009120424,"GEE","Census",1000080
"prop_belowCollege",1.0325021453185,1.01488203660715,1.05042816961393,"GEE","Census",1000080
"log10_popdense",0.946219701210349,0.903173830884912,0.991317166576199,"GEE","Census",1000080
"face_mask",0.809333228605684,0.782965905475353,0.836588503208993,"GEE","Intervention",1000080
"suspend_medical",0.995110371711484,0.961287918818906,1.03012285133515,"GEE","Intervention",1000080
"ban_nursing_home_visit",0.740799614642909,0.697109124945156,0.787228354094859,"GEE","Intervention",1000080
"earliest_date_school_closed",0.915191961514599,0.841955048625424,0.994799339689649,"GEE","Intervention",1000080
"daycare_close",0.6517210405089,0.595579471610865,0.713154725587179,"GEE","Intervention",1000080
"lv3_stay_home",0.834445995634436,0.809644549302734,0.86000717256727,"GEE","Intervention",1000080
"lifestyle_close",0.845343954162545,0.815150952219078,0.876655297885381,"GEE","Intervention",1000080
"log10_popsize",1.39651839980061,1.32516112237744,1.47171812396875,"OLS","Census",1000080
"med_income",0.812185520264664,0.683962690683036,0.96444634819018,"OLS","Census",1000080
"percent_poverty",1.03120459544077,0.992294364425254,1.07164058950801,"OLS","Census",1000080
"med_age",0.991331585061585,0.988517209478326,0.994153973363134,"OLS","Census",1000080
"prop_white",0.971217074252525,0.961556547280519,0.980974658211601,"OLS","Census",1000080
"prop_belowCollege",1.02690704363355,1.00941959250448,1.04469745197611,"OLS","Census",1000080
"log10_popdense",0.958308086478063,0.912514689032507,1.00639956775154,"OLS","Census",1000080
"face_mask",0.880714093003213,0.852900761919368,0.909434424550089,"OLS","Intervention",1000080
"suspend_medical",0.976196720405577,0.944273765274038,1.00919889122838,"OLS","Intervention",1000080
"ban_nursing_home_visit",0.829448505354281,0.781438246745685,0.880408433935218,"OLS","Intervention",1000080
"earliest_date_school_closed",1.00067036405758,0.929402143400226,1.07740355949655,"OLS","Intervention",1000080
"daycare_close",0.689716352020729,0.633742759129077,0.750633659149853,"OLS","Intervention",1000080
"lv3_stay_home",0.876114447487404,0.850179734886978,0.902840297879129,"OLS","Intervention",1000080
"lifestyle_close",0.861858670287138,0.832786689988362,0.891945532366149,"OLS","Intervention",1000080
"log10_popsize",1.49891567505275,1.42144519658297,1.58060838808267,"GEE","Census",1000081
"med_income",0.749972086788561,0.634945050394344,0.88583749194149,"GEE","Census",1000081
"percent_poverty",1.03791065472223,0.998270320470676,1.07912506772516,"GEE","Census",1000081
"med_age",0.990582171775452,0.987629805538281,0.99354336365392,"GEE","Census",1000081
"prop_white",0.954681816888563,0.945930420197144,0.963514178249703,"GEE","Census",1000081
"prop_belowCollege",1.03498005790522,1.01766838340938,1.05258622329685,"GEE","Census",1000081
"log10_popdense",0.955188251988808,0.911711980186436,1.0007377511381,"GEE","Census",1000081
"face_mask",0.847027577933834,0.819771853367585,0.875189499167582,"GEE","Intervention",1000081
"suspend_medical",1.05161622038154,1.01618827797031,1.08827930703789,"GEE","Intervention",1000081
"ban_nursing_home_visit",0.779908922577849,0.736038833741784,0.826393798305931,"GEE","Intervention",1000081
"earliest_date_school_closed",0.775932990005767,0.717406167324974,0.839234498393376,"GEE","Intervention",1000081
"daycare_close",0.816084732923479,0.744364814053954,0.894714901532829,"GEE","Intervention",1000081
"lv3_stay_home",0.85881886381055,0.83357181902004,0.884830585688397,"GEE","Intervention",1000081
"lifestyle_close",0.84095526925735,0.810690470744795,0.872349917030578,"GEE","Intervention",1000081
"log10_popsize",1.39037996721543,1.31971337392284,1.46483053929179,"OLS","Census",1000081
"med_income",0.822273764230978,0.69335981375363,0.975156231916884,"OLS","Census",1000081
"percent_poverty",1.03024044472759,0.991651351839336,1.07033119249402,"OLS","Census",1000081
"med_age",0.992156248522915,0.989364038523465,0.994956338773088,"OLS","Census",1000081
"prop_white",0.965284975497779,0.955742519910568,0.97492270617921,"OLS","Census",1000081
"prop_belowCollege",1.02912494397874,1.01169828321732,1.04685178169047,"OLS","Census",1000081
"log10_popdense",0.965031577069117,0.919156786561928,1.01319596216435,"OLS","Census",1000081
"face_mask",0.920676295014546,0.891798324262185,0.950489384360524,"OLS","Intervention",1000081
"suspend_medical",1.02114450168999,0.987950605319551,1.05545367118272,"OLS","Intervention",1000081
"ban_nursing_home_visit",0.887094322301374,0.837514440815455,0.939609275146498,"OLS","Intervention",1000081
"earliest_date_school_closed",0.877003317452254,0.818521202682434,0.939663891786398,"OLS","Intervention",1000081
"daycare_close",0.891155037523282,0.823006908592618,0.964946092932766,"OLS","Intervention",1000081
"lv3_stay_home",0.90259800155014,0.876057182133935,0.929942895300361,"OLS","Intervention",1000081
"lifestyle_close",0.860978574626182,0.832027786494478,0.890936718698458,"OLS","Intervention",1000081
"log10_popsize",1.40206695212611,1.33168319659085,1.47617071633606,"GEE","Census",1000082
"med_income",0.764280404429283,0.649438971985647,0.899429448788143,"GEE","Census",1000082
"percent_poverty",1.03703020985954,0.998075184585628,1.07750565565639,"GEE","Census",1000082
"med_age",0.991795959440821,0.988856571703245,0.994744084542864,"GEE","Census",1000082
"prop_white",0.956572488866995,0.947735274508342,0.965492106360491,"GEE","Census",1000082
"prop_belowCollege",1.03417280742444,1.01674969420004,1.05189448466727,"GEE","Census",1000082
"log10_popdense",0.990669567754678,0.94602752665959,1.03741821967976,"GEE","Census",1000082
"face_mask",0.822312214967702,0.795662240576788,0.849854805721211,"GEE","Intervention",1000082
"suspend_medical",0.997499417579038,0.963809956271479,1.0323664759801,"GEE","Intervention",1000082
"ban_nursing_home_visit",0.802709415757505,0.750137892734924,0.858965281431858,"GEE","Intervention",1000082
"earliest_date_school_closed",0.822191773989158,0.745955389879556,0.906219490316422,"GEE","Intervention",1000082
"daycare_close",0.654673511334121,0.590641044049674,0.725647854581711,"GEE","Intervention",1000082
"lv3_stay_home",0.880963111279582,0.855293000311292,0.907403665355538,"GEE","Intervention",1000082
"lifestyle_close",0.839647246064869,0.81025838223449,0.870102072724115,"GEE","Intervention",1000082
"log10_popsize",1.31648135335514,1.25051867575556,1.38592344707258,"OLS","Census",1000082
"med_income",0.840425709891171,0.710176111597199,0.994563689642508,"OLS","Census",1000082
"percent_poverty",1.03006658710681,0.991845477998735,1.06976055989563,"OLS","Census",1000082
"med_age",0.9929607690748,0.990190724749255,0.995738562559545,"OLS","Census",1000082
"prop_white",0.967005520558052,0.957536838337729,0.976567834625631,"OLS","Census",1000082
"prop_belowCollege",1.03017364065492,1.01293383893949,1.04770685814121,"OLS","Census",1000082
"log10_popdense",0.997853260102418,0.951108877121185,1.0468950008235,"OLS","Census",1000082
"face_mask",0.895102330825359,0.867157076977746,0.92394815647633,"OLS","Intervention",1000082
"suspend_medical",0.967719659432662,0.936495825874521,0.999984531034039,"OLS","Intervention",1000082
"ban_nursing_home_visit",0.915390195039698,0.861983745986179,0.972105579805506,"OLS","Intervention",1000082
"earliest_date_school_closed",0.952213711201399,0.884456220508514,1.02516204960222,"OLS","Intervention",1000082
"daycare_close",0.731353601204601,0.671819092042145,0.796163872582211,"OLS","Intervention",1000082
"lv3_stay_home",0.926471405302578,0.899320906553293,0.954441577626627,"OLS","Intervention",1000082
"lifestyle_close",0.850004013827952,0.821582594269654,0.879408629835813,"OLS","Intervention",1000082
"log10_popsize",1.40716185597671,1.33376974997341,1.48459244105311,"GEE","Census",1000083
"med_income",0.754359120782896,0.638189479231859,0.891675124123445,"GEE","Census",1000083
"percent_poverty",1.06149455656958,1.02109286037437,1.10349483122793,"GEE","Census",1000083
"med_age",0.990400075320653,0.987445700871599,0.993363289069303,"GEE","Census",1000083
"prop_white",0.968667534033454,0.959668720260708,0.977750729684662,"GEE","Census",1000083
"prop_belowCollege",1.02878751896055,1.01113408813383,1.04674916174807,"GEE","Census",1000083
"log10_popdense",0.967577387978797,0.921988501713158,1.01542047432077,"GEE","Census",1000083
"face_mask",0.811132255672888,0.784488325999971,0.838681105106735,"GEE","Intervention",1000083
"suspend_medical",1.00814694425385,0.973794967864656,1.04371073454719,"GEE","Intervention",1000083
"ban_nursing_home_visit",0.764422399214342,0.718068771603525,0.813768301211195,"GEE","Intervention",1000083
"earliest_date_school_closed",0.766957594766482,0.703099678080486,0.836615305778382,"GEE","Intervention",1000083
"daycare_close",0.688059137501711,0.627988134129787,0.753876309073309,"GEE","Intervention",1000083
"lv3_stay_home",0.857310137342773,0.832021150221925,0.883367774238242,"GEE","Intervention",1000083
"lifestyle_close",0.873915819797673,0.842303952523135,0.906714087954683,"GEE","Intervention",1000083
"log10_popsize",1.32310554609204,1.25476521693362,1.39516800631247,"OLS","Census",1000083
"med_income",0.820208433398789,0.689262400497841,0.97603158642135,"OLS","Census",1000083
"percent_poverty",1.04655857107019,1.00664954707431,1.08804980428767,"OLS","Census",1000083
"med_age",0.991706897931483,0.988858429073698,0.994563571982848,"OLS","Census",1000083
"prop_white",0.975757497125727,0.96593787937304,0.985676940027492,"OLS","Census",1000083
"prop_belowCollege",1.0253445850582,1.00765473574238,1.04334498793737,"OLS","Census",1000083
"log10_popdense",0.977251178861379,0.929977372718992,1.0269280679311,"OLS","Census",1000083
"face_mask",0.878990866992507,0.850879970303858,0.908030475767724,"OLS","Intervention",1000083
"suspend_medical",0.986213427517893,0.953513791065216,1.02003445962752,"OLS","Intervention",1000083
"ban_nursing_home_visit",0.879560593232747,0.828242267876249,0.934058628946395,"OLS","Intervention",1000083
"earliest_date_school_closed",0.928291786544121,0.864313439221127,0.997005949302161,"OLS","Intervention",1000083
"daycare_close",0.759582999506387,0.698019037506997,0.826576786787619,"OLS","Intervention",1000083
"lv3_stay_home",0.89275203421234,0.865928846602554,0.920406102322726,"OLS","Intervention",1000083
"lifestyle_close",0.883043501921186,0.852762154499527,0.914400131585183,"OLS","Intervention",1000083
"log10_popsize",1.41872023242296,1.34557497041959,1.49584166035626,"GEE","Census",1000084
"med_income",0.768577072342673,0.647991891036002,0.911602018948744,"GEE","Census",1000084
"percent_poverty",1.05348126687634,1.01284230583071,1.09575081260959,"GEE","Census",1000084
"med_age",0.990854053020291,0.98791652811171,0.993800312525716,"GEE","Census",1000084
"prop_white",0.964462198435951,0.955424309627671,0.973585581650526,"GEE","Census",1000084
"prop_belowCollege",1.03261792563409,1.01497740589992,1.05056504129313,"GEE","Census",1000084
"log10_popdense",0.982341916782862,0.936608042737568,1.03030894187934,"GEE","Census",1000084
"face_mask",0.793019165285345,0.76682314724338,0.820110085057549,"GEE","Intervention",1000084
"suspend_medical",0.993038081109649,0.958975703254056,1.02831033902919,"GEE","Intervention",1000084
"ban_nursing_home_visit",0.734939260014625,0.690398518977046,0.782353526353383,"GEE","Intervention",1000084
"earliest_date_school_closed",0.785975526629895,0.718771203581314,0.859463380534908,"GEE","Intervention",1000084
"daycare_close",0.672320582570506,0.61067725400844,0.740186346848441,"GEE","Intervention",1000084
"lv3_stay_home",0.840818147087278,0.815730750053701,0.866677094647643,"GEE","Intervention",1000084
"lifestyle_close",0.817427065097749,0.788381865533287,0.847542334452781,"GEE","Intervention",1000084
"log10_popsize",1.33712035111513,1.26938056403681,1.40847503421708,"OLS","Census",1000084
"med_income",0.853292169966201,0.719647623338969,1.01175561998997,"OLS","Census",1000084
"percent_poverty",1.04452027463994,1.00542180261413,1.08513919361724,"OLS","Census",1000084
"med_age",0.99232216796367,0.989529096508695,0.995123123217292,"OLS","Census",1000084
"prop_white",0.973764203210272,0.964146496214287,0.983477850281987,"OLS","Census",1000084
"prop_belowCollege",1.03046371337224,1.01304269031859,1.04818432108025,"OLS","Census",1000084
"log10_popdense",0.993787735014421,0.946665710109364,1.04325534528023,"OLS","Census",1000084
"face_mask",0.87674042969892,0.849156894726573,0.905219972707351,"OLS","Intervention",1000084
"suspend_medical",0.961818539494614,0.930593752447386,0.994091031110653,"OLS","Intervention",1000084
"ban_nursing_home_visit",0.86669396766436,0.81731789938886,0.919052958643706,"OLS","Intervention",1000084
"earliest_date_school_closed",0.938308688307068,0.874095239622511,1.00723943415222,"OLS","Intervention",1000084
"daycare_close",0.75476244278496,0.695075690102332,0.819574548715481,"OLS","Intervention",1000084
"lv3_stay_home",0.893583456176787,0.867268795902541,0.920696555583884,"OLS","Intervention",1000084
"lifestyle_close",0.832269895737067,0.804284713671393,0.86122882553403,"OLS","Intervention",1000084
"log10_popsize",1.47635334302454,1.39676887468678,1.56047233938293,"GEE","Census",1000085
"med_income",0.74325641967699,0.628745640019497,0.878622562494315,"GEE","Census",1000085
